platform_code,time,latitude,longitude,windspd,winddir,slp,drogue,sst,battery,presdiff,salinity,conductivity,gpsfixdel,avgwaveperiod,wvht,domwaveperiod,domwavedir
,UTC,degrees_north,degrees_east,m/s,degree,hPa,,deg C,volts,hPa,PSU,,,s,m,s,degree
6203771,2023-11-21T06:00:00Z,26.6604,-41.1658,NaN,NaN,1015.2,NaN,25.8,10.6,-1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402882,2023-11-21T06:00:00Z,32.8022,-54.377,NaN,NaN,1006.1,37,24.53,10.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501691,2023-11-21T06:00:00Z,29.1336,-69.3646,NaN,NaN,NaN,12,24.81,17.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102665,2023-11-21T06:00:00Z,29.4114,-78.2376,NaN,NaN,NaN,30,25.87,7.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203772,2023-11-21T06:00:00Z,23.9688,-68.4024,NaN,NaN,1013.7,NaN,27.08,10.6,-1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301783,2023-11-21T06:00:00Z,19.167,-56.2076,NaN,NaN,1011.9,34,28.23,11.6,-1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6402617,2023-11-21T06:00:00Z,29.6092,-44.661,NaN,NaN,1015.2,NaN,24.97,11.2,-1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203773,2023-11-21T06:00:00Z,34.8036,-60.923,NaN,NaN,1016.3,NaN,22.54,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301712,2023-11-21T06:00:00Z,23.6464,-62.1128,NaN,NaN,1010.7,NaN,27.49,11.0,-1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301736,2023-11-21T06:00:00Z,24.4736,-39.8368,NaN,NaN,1014.8,22,27.2,10.6,-1.3,NaN,NaN,1,NaN,NaN,NaN,NaN
1301737,2023-11-21T06:00:00Z,26.6672,-56.5332,NaN,NaN,1009.8,NaN,26.47,10.8,-1.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4804104,2023-11-21T06:00:00Z,24.5355779,-89.9606511,NaN,NaN,1012.0,NaN,27.07,9.4,0.0,NaN,NaN,NaN,4.95,1.58,6,164.7
1301731,2023-11-21T06:00:00Z,25.7518,-40.818,NaN,NaN,1015.1,NaN,27.27,10.6,-1.5,NaN,NaN,5,NaN,NaN,NaN,NaN
1301570,2023-11-21T06:00:00Z,25.7332,-52.2608,NaN,NaN,NaN,NaN,27.28,10.4,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN
5301666,2023-11-21T06:00:00Z,40.6398,-52.696,NaN,NaN,NaN,NaN,21.28,15.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301796,2023-11-21T06:00:00Z,17.1036,-40.2222,NaN,NaN,1012.9,43,27.73,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203597,2023-11-21T06:00:00Z,32.1084,-67.3092,NaN,NaN,NaN,NaN,23.1,9.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5102764,2023-11-21T06:00:00Z,2.631,-81.331,NaN,NaN,NaN,NaN,27.84,10.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203849,2023-11-21T06:00:00Z,26.0672,-44.9196,NaN,NaN,1014.8,NaN,27.45,10.2,-1.5,NaN,NaN,5,NaN,NaN,NaN,NaN
4101848,2023-11-21T06:00:00Z,38.2252,-72.9258,NaN,NaN,1029.4,NaN,25.01,10.4,-0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1701715,2023-11-21T06:01:00Z,15.1,-51.3578,NaN,NaN,1010.6,NaN,28.25,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402660,2023-11-21T06:00:00Z,24.677,-54.8614,NaN,NaN,1011.0,NaN,27.66,9.6,-1.9,NaN,NaN,5,NaN,NaN,NaN,NaN
1301713,2023-11-21T06:00:00Z,15.7334,-72.9976,NaN,NaN,1009.9,NaN,29.3,10.8,-1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301797,2023-11-21T06:04:00Z,17.965,-44.0744,NaN,NaN,1013.3,31,27.79,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301571,2023-11-21T06:00:00Z,29.78,-61.4912,NaN,NaN,NaN,NaN,24.78,9.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402744,2023-11-21T06:00:00Z,40.8704,-43.1988,NaN,NaN,1013.7,25,20.6,10.2,-1.2,NaN,NaN,3,NaN,NaN,NaN,NaN
3801700,2023-11-21T06:00:00Z,22.7242084,-69.1805454,NaN,NaN,NaN,NaN,28.28,7.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301718,2023-11-21T06:00:00Z,30.7256,-45.551,NaN,NaN,1014.4,NaN,25.04,10.4,-1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301779,2023-11-21T06:00:00Z,23.795,-51.2004,NaN,NaN,1012.7,34,27.47,11.6,-1.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301792,2023-11-21T06:01:00Z,19.7106,-46.3408,NaN,NaN,1012.5,49,28.1,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301749,2023-11-21T06:00:00Z,1.817,-78.7626,NaN,NaN,NaN,5,25.84,10.2,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
1301719,2023-11-21T06:00:00Z,26.5196,-55.2144,NaN,NaN,1011.2,NaN,26.35,10.8,-0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301774,2023-11-21T06:00:00Z,30.6326,-60.4952,NaN,NaN,1012.4,45,23.64,11.6,-0.1,NaN,NaN,4,NaN,NaN,NaN,NaN
6402618,2023-11-21T06:00:00Z,23.9426,-49.8916,NaN,NaN,1013.3,NaN,27.66,11.0,-1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203861,2023-11-21T06:00:00Z,26.5256,-45.9258,NaN,NaN,1014.6,NaN,26.83,10.4,-1.7,NaN,NaN,5,NaN,NaN,NaN,NaN
5102827,2023-11-21T06:00:00Z,6.7428,-80.4106,NaN,NaN,1009.0,NaN,NaN,10.0,-1.0,NaN,NaN,5,NaN,NaN,NaN,NaN
6203840,2023-11-21T06:00:00Z,26.2532,-50.6958,NaN,NaN,1012.2,NaN,26.57,10.8,-2.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6801791,2023-11-21T06:00:00Z,32.538,-40.4356,NaN,NaN,1016.5,7,24.52,10.4,-1.9,NaN,NaN,5,NaN,NaN,NaN,NaN
3101583,2023-11-21T05:00:00Z,5.6958,-36.5662,NaN,NaN,NaN,24,28.83,11.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3101583,2023-11-21T06:00:00Z,5.7066,-36.5494,NaN,NaN,NaN,24,28.83,11.6,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN
1501724,2023-11-21T06:00:00Z,26.3936,-56.3886,NaN,NaN,NaN,NaN,26.37,9.2,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
3201769,2023-11-21T06:00:00Z,30.2776,-69.6034,NaN,NaN,NaN,12,24.03,10.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101885,2023-11-21T06:00:00Z,38.7168,-67.9876,NaN,NaN,NaN,22,NaN,10.8,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN
1301723,2023-11-21T06:00:00Z,18.204,-52.1246,NaN,NaN,1012.3,NaN,28.32,11.2,-2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301714,2023-11-21T07:00:00Z,23.799,-57.5068,NaN,NaN,1010.4,NaN,27.81,11.0,-1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5501572,2023-11-21T07:00:00Z,33.9764,-43.0482,NaN,NaN,NaN,NaN,23.09,10.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301735,2023-11-21T07:00:00Z,30.7366,-42.7314,NaN,NaN,1014.6,NaN,24.99,10.4,-1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6402615,2023-11-21T07:00:00Z,25.6748,-61.1306,NaN,NaN,1010.4,NaN,27.36,10.6,-0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102557,2023-11-21T07:00:00Z,15.5756,-68.4098,NaN,NaN,1009.4,23,29.04,10.6,-1.5,NaN,NaN,5,NaN,NaN,NaN,NaN
3101575,2023-11-21T07:00:00Z,11.2578,-58.5176,NaN,NaN,NaN,28,29.0,11.6,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN
1301726,2023-11-21T06:00:00Z,23.1022,-41.361,NaN,NaN,1014.5,35,27.37,11.0,-1.3,NaN,NaN,1,NaN,NaN,NaN,NaN
1301726,2023-11-21T07:00:00Z,23.098,-41.3632,NaN,NaN,1014.1,31,27.38,11.0,-1.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102547,2023-11-21T07:00:00Z,26.8202,-66.791,NaN,NaN,1016.2,14,25.92,9.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3101515,2023-11-21T07:00:00Z,31.5948,-52.4442,NaN,NaN,NaN,NaN,25.01,13.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101542,2023-11-21T07:00:00Z,32.812,-44.787,NaN,NaN,NaN,NaN,NaN,9.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301706,2023-11-21T07:00:00Z,20.3786,-68.9348,NaN,NaN,1011.5,21,27.79,10.4,-1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101851,2023-11-21T07:00:00Z,30.417,-57.0596,NaN,NaN,1006.9,NaN,24.86,10.8,-0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402670,2023-11-21T07:00:00Z,21.1558,-60.9024,NaN,NaN,1010.0,NaN,28.36,10.6,-1.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5802077,2023-11-21T07:00:00Z,32.3755424,-61.6784807,NaN,NaN,1015.8,NaN,23.61,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402618,2023-11-21T07:00:00Z,32.4734,-62.5034,NaN,NaN,1017.2,NaN,23.73,10.4,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101858,2023-11-21T07:00:00Z,35.5538,-52.244,NaN,NaN,NaN,19,NaN,10.4,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN
1301755,2023-11-21T07:00:00Z,6.7082,-57.925,NaN,NaN,1008.1,NaN,NaN,9.2,-1.6,NaN,NaN,4,NaN,NaN,NaN,NaN
4102552,2023-11-21T07:00:00Z,16.2228,-73.2062,NaN,NaN,1009.6,19,29.57,10.6,-1.5,NaN,NaN,5,NaN,NaN,NaN,NaN
4101541,2023-11-21T07:00:00Z,29.5522,-52.958,NaN,NaN,NaN,NaN,25.23,7.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301700,2023-11-21T07:00:00Z,23.2266,-57.1114,NaN,NaN,1010.0,NaN,27.55,10.6,-1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402884,2023-11-21T07:00:00Z,27.0398,-70.0922,NaN,NaN,1018.2,28,25.65,10.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203730,2023-11-21T07:00:00Z,26.8242,-73.0778,NaN,NaN,1018.0,NaN,26.82,10.0,-1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402672,2023-11-21T07:00:00Z,20.12,-57.1908,NaN,NaN,1010.4,NaN,28.32,10.8,-2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203766,2023-11-21T07:00:00Z,26.9688,-50.615,NaN,NaN,NaN,NaN,26.6,10.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301697,2023-11-21T07:00:00Z,34.076,-63.903,NaN,NaN,NaN,NaN,22.68,9.4,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
4101884,2023-11-21T07:00:00Z,36.2094,-69.8732,NaN,NaN,NaN,27,22.16,10.8,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
3801596,2023-11-21T07:00:00Z,36.699,-43.8226,NaN,NaN,1014.3,8,22.46,10.4,-1.2,NaN,NaN,4,NaN,NaN,NaN,NaN
6203839,2023-11-21T07:00:00Z,34.065,-52.615,NaN,NaN,1003.0,NaN,23.78,10.4,-4.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102561,2023-11-21T07:00:00Z,15.0328,-65.1728,NaN,NaN,1009.5,19,29.27,10.4,-2.0,NaN,NaN,4,NaN,NaN,NaN,NaN
4402674,2023-11-21T07:00:00Z,29.555,-65.6388,NaN,NaN,1018.1,NaN,25.87,10.8,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101523,2023-11-21T07:00:00Z,31.609,-63.4444,NaN,NaN,NaN,1,NaN,12.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5301663,2023-11-21T07:00:00Z,36.0386,-70.717,NaN,NaN,NaN,4,NaN,15.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1801783,2023-11-21T07:00:00Z,29.0361563,-80.9002442,NaN,NaN,1018.0,NaN,20.85,10.8,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501779,2023-11-21T07:00:00Z,20.5542,-63.9984,NaN,NaN,NaN,NaN,28.44,10.4,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
6402616,2023-11-21T07:00:00Z,28.6198,-42.3872,NaN,NaN,1014.7,NaN,25.09,10.8,-1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501780,2023-11-21T07:00:00Z,23.1056,-60.7922,NaN,NaN,NaN,NaN,27.88,10.4,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
5802076,2023-11-21T07:00:00Z,21.7224452,-95.9845099,NaN,NaN,1010.4,NaN,26.18,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402675,2023-11-21T07:00:00Z,26.1558,-45.719,NaN,NaN,1013.8,NaN,27.22,10.8,-1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102667,2023-11-21T07:00:00Z,24.0152,-74.44,NaN,NaN,NaN,13,27.45,7.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102668,2023-11-21T07:00:00Z,27.2396,-42.023,NaN,NaN,NaN,41,26.52,7.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402665,2023-11-21T07:00:00Z,27.1154,-71.2094,NaN,NaN,1018.4,NaN,26.57,9.6,-0.6,NaN,NaN,4,NaN,NaN,NaN,NaN
6203771,2023-11-21T07:00:00Z,26.6666,-41.1648,NaN,NaN,1014.7,NaN,25.79,10.6,-1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5102813,2023-11-21T07:00:00Z,9.7182,-85.0354,NaN,NaN,1008.1,7,NaN,9.0,-1.6,NaN,NaN,65,NaN,NaN,NaN,NaN
4402882,2023-11-21T07:04:00Z,32.8066,-54.3676,NaN,NaN,1004.9,31,24.51,10.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501691,2023-11-21T07:00:00Z,29.1274,-69.3576,NaN,NaN,NaN,12,24.83,17.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102665,2023-11-21T07:00:00Z,29.414,-78.25,NaN,NaN,NaN,30,25.86,7.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203772,2023-11-21T07:00:00Z,23.9756,-68.4028,NaN,NaN,1013.5,NaN,27.06,10.6,-1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301783,2023-11-21T07:00:00Z,19.1574,-56.2094,NaN,NaN,1011.5,34,28.22,11.6,-1.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6402617,2023-11-21T07:00:00Z,29.615,-44.6638,NaN,NaN,1014.8,NaN,24.96,11.2,-1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203773,2023-11-21T07:00:00Z,34.818,-60.9282,NaN,NaN,1016.5,NaN,22.54,10.4,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301712,2023-11-21T07:00:00Z,23.6408,-62.108,NaN,NaN,1010.4,NaN,27.49,11.0,-1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301736,2023-11-21T07:00:00Z,24.4704,-39.8338,NaN,NaN,1014.5,22,27.18,10.6,-1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301737,2023-11-21T07:00:00Z,26.6672,-56.527,NaN,NaN,1009.0,NaN,26.48,10.8,-2.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4804104,2023-11-21T07:00:00Z,24.5447724,-89.9999074,NaN,NaN,1012.4,NaN,27.06,9.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301731,2023-11-21T07:00:00Z,25.7596,-40.8122,NaN,NaN,1014.7,NaN,27.26,10.6,-1.5,NaN,NaN,5,NaN,NaN,NaN,NaN
5301666,2023-11-21T07:00:00Z,40.6424,-52.6754,NaN,NaN,NaN,NaN,21.3,15.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301796,2023-11-21T07:00:00Z,17.1068,-40.2236,NaN,NaN,1013.0,37,27.7,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203597,2023-11-21T07:00:00Z,32.101,-67.315,NaN,NaN,NaN,NaN,23.1,9.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5102764,2023-11-21T07:00:00Z,2.6338,-81.3356,NaN,NaN,NaN,NaN,27.85,10.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203849,2023-11-21T07:00:00Z,26.0756,-44.9208,NaN,NaN,1014.1,NaN,27.44,10.2,-1.6,NaN,NaN,4,NaN,NaN,NaN,NaN
4101848,2023-11-21T07:00:00Z,38.2514,-72.9168,NaN,NaN,1029.9,NaN,24.98,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1701715,2023-11-21T07:00:00Z,15.104,-51.363,NaN,NaN,1009.9,NaN,28.22,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402660,2023-11-21T07:00:00Z,24.6874,-54.8622,NaN,NaN,1011.2,NaN,27.64,9.6,-0.9,NaN,NaN,4,NaN,NaN,NaN,NaN
1301713,2023-11-21T07:00:00Z,15.7248,-72.9994,NaN,NaN,1009.4,NaN,29.31,10.8,-1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301797,2023-11-21T07:00:00Z,17.9656,-44.0758,NaN,NaN,1012.8,35,27.78,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301571,2023-11-21T07:00:00Z,29.782,-61.4998,NaN,NaN,NaN,NaN,24.73,9.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5102637,2023-11-21T04:00:00Z,6.269,-77.454,NaN,NaN,1000.5,NaN,24.74,9.4,-4.8,NaN,NaN,5,NaN,NaN,NaN,NaN
5102637,2023-11-21T05:00:00Z,6.2688,-77.4542,NaN,NaN,999.1,NaN,24.52,9.4,-4.5,NaN,NaN,4,NaN,NaN,NaN,NaN
5102637,2023-11-21T06:00:00Z,6.269,-77.454,NaN,NaN,997.8,NaN,24.42,9.4,-4.1,NaN,NaN,4,NaN,NaN,NaN,NaN
5102637,2023-11-21T07:00:00Z,6.269,-77.4542,NaN,NaN,996.6,NaN,24.26,9.4,-3.9,NaN,NaN,4,NaN,NaN,NaN,NaN
4402744,2023-11-21T07:00:00Z,40.8704,-43.1988,NaN,NaN,1013.3,25,20.61,10.2,-0.8,NaN,NaN,63,NaN,NaN,NaN,NaN
4102559,2023-11-21T02:00:00Z,39.2206,-69.8512,NaN,NaN,1030.6,7,17.3,9.0,1.1,NaN,NaN,5,NaN,NaN,NaN,NaN
4102559,2023-11-21T03:00:00Z,39.2162,-69.8548,NaN,NaN,1030.8,7,17.29,9.0,0.7,NaN,NaN,4,NaN,NaN,NaN,NaN
4102559,2023-11-21T06:00:00Z,39.1994,-69.865,NaN,NaN,1031.5,8,17.45,9.0,0.7,NaN,NaN,5,NaN,NaN,NaN,NaN
4102559,2023-11-21T07:00:00Z,39.193,-69.8714,NaN,NaN,1030.9,8,17.51,9.0,-0.5,NaN,NaN,5,NaN,NaN,NaN,NaN
1301718,2023-11-21T07:00:00Z,30.7296,-45.5508,NaN,NaN,1013.9,NaN,25.02,10.4,-1.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301779,2023-11-21T07:00:00Z,23.7934,-51.2058,NaN,NaN,1011.9,34,27.46,11.6,-2.2,NaN,NaN,2,NaN,NaN,NaN,NaN
1301792,2023-11-21T07:00:00Z,19.7144,-46.3404,NaN,NaN,1011.9,38,28.07,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301749,2023-11-21T07:00:00Z,1.8168,-78.7626,NaN,NaN,NaN,5,25.68,10.2,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
1301719,2023-11-21T07:00:00Z,26.5248,-55.2024,NaN,NaN,1010.4,NaN,26.36,10.8,-1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6402618,2023-11-21T07:00:00Z,23.9384,-49.8936,NaN,NaN,1012.7,NaN,27.64,11.0,-1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203861,2023-11-21T07:00:00Z,26.5296,-45.926,NaN,NaN,1014.0,NaN,26.83,10.4,-1.9,NaN,NaN,5,NaN,NaN,NaN,NaN
5102827,2023-11-21T07:00:00Z,6.733,-80.4094,NaN,NaN,1008.5,NaN,NaN,10.0,-1.4,NaN,NaN,4,NaN,NaN,NaN,NaN
6203840,2023-11-21T07:00:00Z,26.2508,-50.6954,NaN,NaN,1012.0,NaN,26.54,10.8,-1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6801791,2023-11-21T07:00:00Z,32.54,-40.433,NaN,NaN,1016.2,7,24.5,10.4,-1.4,NaN,NaN,4,NaN,NaN,NaN,NaN
3101583,2023-11-21T07:00:00Z,5.7156,-36.5348,NaN,NaN,NaN,24,28.84,11.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501724,2023-11-21T07:00:00Z,26.3966,-56.379,NaN,NaN,NaN,NaN,26.36,9.2,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
3201769,2023-11-21T07:00:00Z,30.2736,-69.6088,NaN,NaN,NaN,12,24.02,10.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101885,2023-11-21T07:00:00Z,38.713,-67.9374,NaN,NaN,NaN,22,NaN,10.8,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
1301723,2023-11-21T07:00:00Z,18.201,-52.1266,NaN,NaN,1011.8,NaN,28.33,11.2,-1.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301714,2023-11-21T08:00:00Z,23.7966,-57.5056,NaN,NaN,1009.9,NaN,27.79,11.0,-1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5501572,2023-11-21T08:00:00Z,33.9692,-43.0468,NaN,NaN,NaN,NaN,23.1,10.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301735,2023-11-21T08:00:00Z,30.737,-42.7302,NaN,NaN,1014.5,NaN,24.97,10.4,-1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6402615,2023-11-21T08:00:00Z,25.665,-61.1252,NaN,NaN,1010.6,NaN,27.35,10.6,-0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102557,2023-11-21T08:00:00Z,15.564,-68.4062,NaN,NaN,1009.3,25,29.04,10.6,-1.0,NaN,NaN,5,NaN,NaN,NaN,NaN
3101575,2023-11-21T08:00:00Z,11.249,-58.528,NaN,NaN,NaN,28,28.98,11.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102547,2023-11-21T08:00:00Z,26.8242,-66.793,NaN,NaN,1016.3,12,25.91,9.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3101515,2023-11-21T08:00:00Z,31.6022,-52.4416,NaN,NaN,NaN,NaN,24.99,13.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101542,2023-11-21T08:00:00Z,32.8158,-44.7954,NaN,NaN,NaN,NaN,NaN,9.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301706,2023-11-21T08:00:00Z,20.375,-68.9326,NaN,NaN,1011.6,21,27.77,10.4,-0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101851,2023-11-21T08:00:00Z,30.4134,-57.0598,NaN,NaN,1006.7,NaN,24.88,10.8,-0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402670,2023-11-21T08:00:00Z,21.1572,-60.9048,NaN,NaN,1009.9,NaN,28.35,10.6,-1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402618,2023-11-21T08:00:00Z,32.464,-62.5024,NaN,NaN,1017.1,NaN,23.67,10.4,-0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101858,2023-11-21T08:00:00Z,35.537,-52.2558,NaN,NaN,NaN,20,NaN,10.4,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN
1301755,2023-11-21T08:00:00Z,6.7084,-57.9248,NaN,NaN,1008.2,NaN,NaN,9.2,-1.0,NaN,NaN,5,NaN,NaN,NaN,NaN
4102552,2023-11-21T08:00:00Z,16.2126,-73.2112,NaN,NaN,1009.7,19,29.57,10.6,-0.8,NaN,NaN,5,NaN,NaN,NaN,NaN
4101541,2023-11-21T08:00:00Z,29.5516,-52.9528,NaN,NaN,NaN,NaN,25.22,7.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301700,2023-11-21T08:00:00Z,23.2308,-57.1054,NaN,NaN,1009.8,NaN,27.54,10.6,-1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402884,2023-11-21T08:00:00Z,27.026,-70.094,NaN,NaN,1017.9,25,25.63,10.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203730,2023-11-21T08:00:00Z,26.8256,-73.088,NaN,NaN,1018.0,NaN,26.81,10.0,-0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402885,2023-11-21T08:01:00Z,32.0784,-48.962,NaN,NaN,1010.7,53,23.5,10.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402672,2023-11-21T08:00:00Z,20.114,-57.1942,NaN,NaN,1010.7,NaN,28.32,10.8,-1.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203766,2023-11-21T08:00:00Z,26.9638,-50.6092,NaN,NaN,NaN,NaN,26.59,10.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301697,2023-11-21T08:00:00Z,34.058,-63.913,NaN,NaN,NaN,NaN,22.64,9.4,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
4101884,2023-11-21T08:00:00Z,36.2464,-69.8462,NaN,NaN,NaN,23,22.14,10.8,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
3801596,2023-11-21T08:00:00Z,36.7162,-43.84,NaN,NaN,1013.8,7,22.45,10.4,-1.2,NaN,NaN,5,NaN,NaN,NaN,NaN
6203839,2023-11-21T08:00:00Z,34.0706,-52.605,NaN,NaN,1002.2,NaN,23.79,10.4,-3.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
