platform_code,time,latitude,longitude,windspd,winddir,slp,drogue,sst,battery,presdiff,salinity,conductivity,gpsfixdel,avgwaveperiod,wvht,domwaveperiod,domwavedir
,UTC,degrees_north,degrees_east,m/s,degree,hPa,,deg C,volts,hPa,PSU,,,s,m,s,degree
1801783,2023-11-24T17:00:00Z,29.0375942,-80.8998633,NaN,NaN,1020.2,NaN,17.56,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4804102,2023-11-24T17:00:00Z,18.4248786,-93.4040651,NaN,NaN,1015.8,NaN,26.26,10.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501779,2023-11-24T17:00:00Z,20.5782,-64.2792,NaN,NaN,NaN,NaN,28.29,10.4,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
6402616,2023-11-24T17:00:00Z,29.0096,-42.386,NaN,NaN,1010.6,NaN,24.85,10.8,-1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501780,2023-11-24T17:00:00Z,23.675,-60.9828,NaN,NaN,NaN,NaN,27.79,10.4,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
5802076,2023-11-24T17:00:00Z,20.5397099,-96.0311994,NaN,NaN,1017.0,NaN,26.6,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402675,2023-11-24T17:00:00Z,26.1784,-45.3844,NaN,NaN,1014.9,NaN,26.92,10.6,-1.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102667,2023-11-24T17:00:00Z,24.0152,-74.4398,NaN,NaN,NaN,10,28.24,7.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402665,2023-11-24T17:00:00Z,26.6786,-71.3676,NaN,NaN,1018.8,NaN,26.75,9.6,-0.7,NaN,NaN,5,NaN,NaN,NaN,NaN
6203771,2023-11-24T17:00:00Z,27.1638,-41.7546,NaN,NaN,1010.8,NaN,25.67,10.6,-0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402882,2023-11-24T17:00:00Z,32.883,-54.3738,NaN,NaN,1015.4,30,24.07,10.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501691,2023-11-24T17:00:00Z,28.3424,-68.9444,NaN,NaN,NaN,9,24.67,17.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102665,2023-11-24T17:00:00Z,29.6744,-77.879,NaN,NaN,NaN,25,25.3,7.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203772,2023-11-24T17:00:00Z,24.6668,-68.6022,NaN,NaN,1018.2,NaN,27.22,10.6,-1.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301783,2023-11-24T17:00:00Z,18.9722,-56.4618,NaN,NaN,1017.4,36,28.26,11.6,-1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6402617,2023-11-24T17:00:00Z,29.6196,-45.0812,NaN,NaN,1015.1,NaN,24.73,11.2,-1.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203773,2023-11-24T17:00:00Z,35.4194,-62.596,NaN,NaN,1016.3,NaN,22.17,10.4,-1.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301712,2023-11-24T17:00:00Z,23.5502,-61.7152,NaN,NaN,1018.2,NaN,27.75,11.0,-1.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301737,2023-11-24T17:00:00Z,26.3666,-56.5316,NaN,NaN,1018.4,NaN,26.3,10.8,-1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4804104,2023-11-24T17:00:00Z,23.8307331,-91.3767139,NaN,NaN,1017.0,NaN,26.84,9.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301731,2023-11-24T17:00:00Z,26.1186,-40.4274,NaN,NaN,1010.8,NaN,27.04,11.4,-0.7,NaN,NaN,3,NaN,NaN,NaN,NaN
1301570,2023-11-24T17:00:00Z,25.1818,-52.1766,NaN,NaN,NaN,NaN,26.9,10.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5301666,2023-11-24T17:00:00Z,40.7558,-50.654,NaN,NaN,NaN,NaN,20.83,15.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301796,2023-11-24T17:00:00Z,17.1238,-40.2518,NaN,NaN,1014.7,60,29.44,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203597,2023-11-24T17:00:00Z,31.7784,-67.6422,NaN,NaN,NaN,NaN,23.12,9.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5102764,2023-11-24T17:00:00Z,2.8744,-81.6468,NaN,NaN,NaN,NaN,28.08,10.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203849,2023-11-24T17:00:00Z,26.1518,-44.667,NaN,NaN,1014.6,NaN,26.9,10.2,-1.4,NaN,NaN,4,NaN,NaN,NaN,NaN
4101848,2023-11-24T17:00:00Z,38.9414,-71.7896,NaN,NaN,1018.5,NaN,23.16,10.4,-1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1701715,2023-11-24T17:01:00Z,15.201,-51.4142,NaN,NaN,1014.9,NaN,28.41,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402660,2023-11-24T17:00:00Z,24.4554,-55.1352,NaN,NaN,1018.1,NaN,27.53,9.2,-2.1,NaN,NaN,4,NaN,NaN,NaN,NaN
1301713,2023-11-24T17:00:00Z,14.7756,-73.185,NaN,NaN,1013.1,NaN,29.45,10.8,-1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301797,2023-11-24T17:02:00Z,17.962,-44.334,NaN,NaN,1015.1,34,28.09,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301571,2023-11-24T17:00:00Z,29.9132,-61.1486,NaN,NaN,NaN,NaN,24.3,9.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5102637,2023-11-24T16:00:00Z,6.269,-77.4542,NaN,NaN,1010.6,NaN,25.8,9.4,13.5,NaN,NaN,5,NaN,NaN,NaN,NaN
5102637,2023-11-24T17:00:00Z,6.269,-77.4542,NaN,NaN,1010.2,NaN,25.81,9.4,12.2,NaN,NaN,5,NaN,NaN,NaN,NaN
4402744,2023-11-24T17:00:00Z,42.724,-40.7022,NaN,NaN,1014.6,20,20.25,10.2,-1.6,NaN,NaN,4,NaN,NaN,NaN,NaN
1301718,2023-11-24T17:00:00Z,30.7168,-45.6014,NaN,NaN,1015.2,NaN,24.7,10.4,-2.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301779,2023-11-24T17:00:00Z,23.3408,-51.3738,NaN,NaN,1017.1,38,27.31,11.6,-2.3,NaN,NaN,2,NaN,NaN,NaN,NaN
1301792,2023-11-24T17:01:00Z,19.681,-45.8478,NaN,NaN,1015.0,44,28.3,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301749,2023-11-24T17:00:00Z,1.8168,-78.7628,NaN,NaN,NaN,9,28.95,10.2,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
1301719,2023-11-24T17:00:00Z,26.8262,-54.9076,NaN,NaN,1018.9,NaN,26.45,10.8,-1.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301774,2023-11-24T17:00:00Z,30.3302,-60.024,NaN,NaN,1017.2,39,23.5,11.6,-1.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6402618,2023-11-24T17:00:00Z,23.6346,-49.7082,NaN,NaN,1017.2,NaN,27.29,11.0,-1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203861,2023-11-24T17:00:00Z,26.2564,-46.0004,NaN,NaN,1015.7,NaN,26.61,10.4,-1.5,NaN,NaN,5,NaN,NaN,NaN,NaN
5102827,2023-11-24T17:00:00Z,6.8224,-80.4146,NaN,NaN,1010.1,NaN,NaN,10.0,-0.3,NaN,NaN,4,NaN,NaN,NaN,NaN
6203840,2023-11-24T17:00:00Z,26.0428,-50.6308,NaN,NaN,1018.0,NaN,26.88,10.8,-1.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6801791,2023-11-24T17:00:00Z,32.7946,-40.4076,NaN,NaN,1011.1,6,23.91,10.4,-2.0,NaN,NaN,5,NaN,NaN,NaN,NaN
1501724,2023-11-24T17:00:00Z,26.0098,-56.2002,NaN,NaN,NaN,NaN,27.24,9.2,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
3201769,2023-11-24T17:00:00Z,30.178,-70.172,NaN,NaN,NaN,7,23.99,10.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101885,2023-11-24T17:00:00Z,37.9696,-66.271,NaN,NaN,NaN,20,NaN,10.6,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
1301723,2023-11-24T17:00:00Z,18.065,-52.0808,NaN,NaN,1017.2,NaN,28.4,11.2,-1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301714,2023-11-24T18:00:00Z,23.7302,-57.6512,NaN,NaN,1017.6,NaN,27.87,11.0,-2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102669,2023-11-24T18:00:00Z,24.2764,-53.6638,NaN,NaN,NaN,41,27.24,7.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5501572,2023-11-24T18:00:00Z,33.3916,-42.6648,NaN,NaN,NaN,NaN,22.19,10.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301735,2023-11-24T18:00:00Z,30.7276,-42.859,NaN,NaN,1011.8,NaN,24.2,10.4,-0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6402615,2023-11-24T18:00:00Z,25.7348,-60.8304,NaN,NaN,1017.6,NaN,27.24,10.6,-2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102557,2023-11-24T18:00:00Z,15.2404,-68.236,NaN,NaN,1013.4,23,29.05,10.6,-2.6,NaN,NaN,4,NaN,NaN,NaN,NaN
3101575,2023-11-24T18:00:00Z,11.236,-59.9572,NaN,NaN,NaN,32,29.12,11.6,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN
1301726,2023-11-24T18:00:00Z,22.851,-41.3622,NaN,NaN,1014.2,37,27.24,11.0,-1.2,NaN,NaN,1,NaN,NaN,NaN,NaN
4102547,2023-11-24T18:00:00Z,26.936,-66.751,NaN,NaN,1016.8,12,25.99,9.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3101515,2023-11-24T18:00:00Z,31.0992,-52.8366,NaN,NaN,NaN,NaN,24.66,13.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101542,2023-11-24T18:00:00Z,32.8586,-44.9498,NaN,NaN,NaN,NaN,NaN,9.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301706,2023-11-24T18:00:00Z,20.2594,-69.0196,NaN,NaN,1015.2,17,27.7,10.4,-2.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101851,2023-11-24T18:00:00Z,30.1604,-57.3634,NaN,NaN,1015.4,NaN,24.57,10.8,-1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402670,2023-11-24T18:00:00Z,21.3012,-61.4682,NaN,NaN,1016.7,NaN,27.86,10.6,-2.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5802077,2023-11-24T18:00:00Z,32.0221527,-61.5317337,NaN,NaN,1016.6,NaN,23.26,10.4,0.0,NaN,NaN,NaN,6.85,2.15,9,306.4
4402618,2023-11-24T18:00:00Z,32.779,-62.196,NaN,NaN,1016.7,NaN,23.3,10.4,-1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101858,2023-11-24T18:00:00Z,36.2902,-53.6902,NaN,NaN,NaN,22,NaN,10.4,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN
1301755,2023-11-24T18:00:00Z,6.7082,-57.9248,NaN,NaN,1011.3,NaN,NaN,9.2,-2.9,NaN,NaN,4,NaN,NaN,NaN,NaN
4102552,2023-11-24T18:00:00Z,15.6548,-73.9456,NaN,NaN,1013.1,18,29.45,10.6,-2.0,NaN,NaN,3,NaN,NaN,NaN,NaN
4101541,2023-11-24T18:00:00Z,29.3376,-53.135,NaN,NaN,NaN,NaN,24.75,7.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301700,2023-11-24T18:00:00Z,23.5092,-57.1784,NaN,NaN,1017.3,NaN,27.48,10.6,-2.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402884,2023-11-24T18:00:00Z,26.1062,-70.6794,NaN,NaN,1017.8,20,26.27,10.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203730,2023-11-24T18:00:00Z,27.1596,-73.35,NaN,NaN,1017.9,NaN,27.52,10.0,-1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4804103,2023-11-24T18:00:00Z,25.796402,-80.1978355,NaN,NaN,1016.7,NaN,27.29,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402885,2023-11-24T18:00:00Z,31.3834,-48.4888,NaN,NaN,1016.5,47,23.29,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402672,2023-11-24T18:00:00Z,19.9794,-57.342,NaN,NaN,1016.8,NaN,28.46,10.8,-2.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203766,2023-11-24T18:00:00Z,26.4828,-50.6752,NaN,NaN,NaN,NaN,26.07,10.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301697,2023-11-24T18:00:00Z,34.0696,-63.8502,NaN,NaN,NaN,NaN,22.51,9.4,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
4101884,2023-11-24T18:00:00Z,36.7438,-69.9478,NaN,NaN,NaN,20,20.89,10.8,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN
3801596,2023-11-24T18:00:00Z,36.9228,-43.9598,NaN,NaN,1015.7,NaN,22.11,10.4,-0.7,NaN,NaN,5,NaN,NaN,NaN,NaN
6203839,2023-11-24T18:00:00Z,33.9388,-52.4764,NaN,NaN,1013.7,NaN,23.28,10.4,-0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102561,2023-11-24T18:00:00Z,14.4814,-65.5494,NaN,NaN,1013.2,23,29.31,10.4,-2.7,NaN,NaN,3,NaN,NaN,NaN,NaN
4402674,2023-11-24T18:00:00Z,29.3888,-65.0872,NaN,NaN,1017.1,NaN,25.61,10.8,-2.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3202507,2023-11-24T17:00:00Z,13.6978,-90.006,NaN,NaN,1012.1,NaN,NaN,10.0,0.0,NaN,NaN,4,NaN,NaN,NaN,NaN
3202507,2023-11-24T18:00:00Z,13.698,-90.006,NaN,NaN,1011.0,NaN,NaN,10.0,-1.5,NaN,NaN,5,NaN,NaN,NaN,NaN
4101523,2023-11-24T18:00:00Z,31.5308,-63.8192,NaN,NaN,NaN,4,NaN,12.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5301663,2023-11-24T18:00:00Z,35.7798,-70.794,NaN,NaN,NaN,3,NaN,15.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1801783,2023-11-24T18:00:00Z,29.0367865,-80.9002839,NaN,NaN,1019.6,NaN,17.17,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501779,2023-11-24T18:00:00Z,20.5772,-64.2824,NaN,NaN,NaN,NaN,28.29,10.4,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
6402616,2023-11-24T18:00:00Z,29.0086,-42.3896,NaN,NaN,1011.0,NaN,24.8,10.8,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501780,2023-11-24T18:00:00Z,23.6832,-60.9834,NaN,NaN,NaN,NaN,27.87,10.4,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
5802076,2023-11-24T18:00:00Z,20.5287119,-96.0294952,NaN,NaN,1015.8,NaN,26.64,10.6,0.0,NaN,NaN,NaN,4.9,1.34,6,20.7
4402675,2023-11-24T18:00:00Z,26.1748,-45.3846,NaN,NaN,1015.1,NaN,26.9,10.6,-1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102667,2023-11-24T18:00:00Z,24.015,-74.441,NaN,NaN,NaN,9,28.35,7.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402665,2023-11-24T18:00:00Z,26.6684,-71.3738,NaN,NaN,1017.8,NaN,26.75,9.6,-1.7,NaN,NaN,5,NaN,NaN,NaN,NaN
6203771,2023-11-24T18:00:00Z,27.1644,-41.7608,NaN,NaN,1011.2,NaN,25.66,10.6,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402882,2023-11-24T18:00:00Z,32.8898,-54.3824,NaN,NaN,1015.4,33,24.05,10.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501691,2023-11-24T18:00:00Z,28.331,-68.94,NaN,NaN,NaN,9,24.67,17.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102665,2023-11-24T18:00:00Z,29.6926,-77.8752,NaN,NaN,NaN,30,25.31,7.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203772,2023-11-24T18:00:00Z,24.6772,-68.6084,NaN,NaN,1017.6,NaN,27.42,10.6,-1.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301783,2023-11-24T18:00:00Z,18.9648,-56.464,NaN,NaN,1016.8,36,28.26,11.6,-2.0,NaN,NaN,1,NaN,NaN,NaN,NaN
6402617,2023-11-24T18:00:00Z,29.6156,-45.0848,NaN,NaN,1015.0,NaN,24.74,11.2,-0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203773,2023-11-24T18:00:00Z,35.3982,-62.6126,NaN,NaN,1016.0,NaN,22.17,10.4,-1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301712,2023-11-24T18:00:00Z,23.549,-61.708,NaN,NaN,1017.3,NaN,27.73,11.0,-2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301737,2023-11-24T18:00:00Z,26.3694,-56.524,NaN,NaN,1018.1,NaN,26.31,10.8,-1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4804104,2023-11-24T18:00:00Z,23.8261725,-91.3854931,NaN,NaN,1016.2,NaN,26.84,9.2,0.0,NaN,NaN,NaN,4.35,0.91,6,94.9
1301731,2023-11-24T18:00:00Z,26.1138,-40.4216,NaN,NaN,1011.0,NaN,27.04,11.4,0.1,NaN,NaN,3,NaN,NaN,NaN,NaN
5301666,2023-11-24T18:00:00Z,40.7344,-50.6374,NaN,NaN,NaN,NaN,20.83,15.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301796,2023-11-24T18:01:00Z,17.1228,-40.254,NaN,NaN,1014.9,44,29.27,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203597,2023-11-24T18:00:00Z,31.7706,-67.6496,NaN,NaN,NaN,NaN,23.1,9.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5102764,2023-11-24T18:00:00Z,2.884,-81.6476,NaN,NaN,NaN,NaN,28.09,10.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203849,2023-11-24T18:00:00Z,26.1452,-44.6622,NaN,NaN,1014.7,NaN,26.89,10.2,-0.9,NaN,NaN,4,NaN,NaN,NaN,NaN
4101848,2023-11-24T18:00:00Z,38.9426,-71.7598,NaN,NaN,1018.6,NaN,23.12,10.4,-1.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1701715,2023-11-24T18:00:00Z,15.206,-51.4144,NaN,NaN,1014.5,NaN,28.43,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402660,2023-11-24T18:00:00Z,24.454,-55.1418,NaN,NaN,1018.0,NaN,27.52,9.4,-1.7,NaN,NaN,4,NaN,NaN,NaN,NaN
1301713,2023-11-24T18:00:00Z,14.7668,-73.19,NaN,NaN,1012.4,NaN,29.47,10.8,-2.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301797,2023-11-24T18:01:00Z,17.9636,-44.3372,NaN,NaN,1014.9,31,28.01,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301571,2023-11-24T18:00:00Z,29.9194,-61.1394,NaN,NaN,NaN,NaN,24.31,9.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5102637,2023-11-24T15:00:00Z,6.2688,-77.4542,NaN,NaN,1009.5,NaN,25.82,9.4,12.1,NaN,NaN,4,NaN,NaN,NaN,NaN
5102637,2023-11-24T18:00:00Z,6.269,-77.4542,NaN,NaN,1009.4,NaN,25.55,9.2,-0.1,NaN,NaN,4,NaN,NaN,NaN,NaN
4402744,2023-11-24T18:00:00Z,42.7178,-40.6546,NaN,NaN,1014.6,20,20.23,10.2,-0.7,NaN,NaN,5,NaN,NaN,NaN,NaN
3801700,2023-11-24T18:00:00Z,22.5886737,-69.4288365,NaN,NaN,NaN,NaN,27.82,7.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102559,2023-11-24T18:00:00Z,39.1496,-70.2496,NaN,NaN,1016.9,7,16.02,9.0,-2.3,NaN,NaN,4,NaN,NaN,NaN,NaN
1301718,2023-11-24T18:00:00Z,30.7152,-45.6038,NaN,NaN,1015.4,NaN,24.68,10.4,-0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301779,2023-11-24T18:00:00Z,23.3394,-51.381,NaN,NaN,1017.2,41,27.33,11.6,-1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301792,2023-11-24T18:00:00Z,19.6752,-45.8396,NaN,NaN,1014.8,60,28.34,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301749,2023-11-24T18:00:00Z,1.8168,-78.7628,NaN,NaN,NaN,9,29.31,10.2,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
1301719,2023-11-24T18:00:00Z,26.832,-54.9058,NaN,NaN,1018.5,NaN,26.48,10.8,-2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301774,2023-11-24T18:00:00Z,30.3294,-60.018,NaN,NaN,1016.9,36,23.52,11.6,-1.4,NaN,NaN,1,NaN,NaN,NaN,NaN
6402618,2023-11-24T18:00:00Z,23.6344,-49.704,NaN,NaN,1016.7,NaN,27.27,11.0,-1.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203861,2023-11-24T18:00:00Z,26.2532,-46.0028,NaN,NaN,1015.8,NaN,26.63,10.4,-1.2,NaN,NaN,4,NaN,NaN,NaN,NaN
5102827,2023-11-24T18:00:00Z,6.822,-80.412,NaN,NaN,1009.7,NaN,NaN,10.0,-1.2,NaN,NaN,4,NaN,NaN,NaN,NaN
6203840,2023-11-24T18:00:00Z,26.0386,-50.625,NaN,NaN,1017.9,NaN,26.86,10.8,-1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6801791,2023-11-24T18:00:00Z,32.8,-40.4054,NaN,NaN,1011.5,6,23.88,10.4,-0.8,NaN,NaN,4,NaN,NaN,NaN,NaN
3101583,2023-11-24T15:00:00Z,6.6472,-35.7256,NaN,NaN,NaN,29,28.83,11.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3101583,2023-11-24T16:00:00Z,6.6586,-35.721,NaN,NaN,NaN,31,28.84,11.6,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
3101583,2023-11-24T17:00:00Z,6.6684,-35.716,NaN,NaN,NaN,31,28.84,11.6,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN
3101583,2023-11-24T18:00:00Z,6.6768,-35.7112,NaN,NaN,NaN,31,28.84,11.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501724,2023-11-24T18:00:00Z,26.0164,-56.1942,NaN,NaN,NaN,NaN,27.25,9.2,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
3201769,2023-11-24T18:00:00Z,30.1728,-70.1894,NaN,NaN,NaN,7,23.99,10.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101885,2023-11-24T18:00:00Z,37.9668,-66.286,NaN,NaN,NaN,20,NaN,10.6,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN
1301723,2023-11-24T18:00:00Z,18.0586,-52.0848,NaN,NaN,1016.8,NaN,28.41,11.2,-1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301714,2023-11-24T19:00:00Z,23.7346,-57.6478,NaN,NaN,1017.8,NaN,27.85,11.0,-0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5501572,2023-11-24T19:00:00Z,33.3806,-42.6608,NaN,NaN,NaN,NaN,22.18,10.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301735,2023-11-24T19:00:00Z,30.7304,-42.8612,NaN,NaN,1012.1,NaN,24.2,10.4,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6402615,2023-11-24T19:00:00Z,25.7374,-60.8262,NaN,NaN,1017.5,NaN,27.21,10.6,-1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102557,2023-11-24T19:00:00Z,15.2358,-68.2344,NaN,NaN,1012.8,23,29.09,10.6,-2.2,NaN,NaN,5,NaN,NaN,NaN,NaN
3101575,2023-11-24T19:00:00Z,11.2554,-59.9712,NaN,NaN,NaN,32,29.13,11.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301726,2023-11-24T19:00:00Z,22.8478,-41.3678,NaN,NaN,1014.2,41,27.23,11.0,-0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102547,2023-11-24T19:00:00Z,26.9366,-66.7404,NaN,NaN,1017.1,12,25.99,9.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3101515,2023-11-24T19:00:00Z,31.0888,-52.8364,NaN,NaN,NaN,NaN,24.67,13.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101542,2023-11-24T19:00:00Z,32.8524,-44.948,NaN,NaN,NaN,NaN,NaN,9.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301706,2023-11-24T19:00:00Z,20.2592,-69.0282,NaN,NaN,1014.7,17,27.69,10.4,-2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101851,2023-11-24T19:00:00Z,30.1484,-57.3744,NaN,NaN,1015.3,NaN,24.57,10.8,-0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402670,2023-11-24T19:00:00Z,21.2988,-61.4768,NaN,NaN,1016.7,NaN,27.85,10.6,-1.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5802077,2023-11-24T19:00:00Z,32.0151951,-61.5322205,NaN,NaN,1016.9,NaN,23.28,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402618,2023-11-24T19:00:00Z,32.776,-62.1918,NaN,NaN,1017.0,NaN,23.31,10.4,-1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101858,2023-11-24T19:00:00Z,36.2824,-53.723,NaN,NaN,NaN,22,NaN,10.4,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN
1301755,2023-11-24T19:00:00Z,6.7084,-57.9248,NaN,NaN,1011.1,NaN,NaN,9.2,-2.3,NaN,NaN,4,NaN,NaN,NaN,NaN
4102552,2023-11-24T19:00:00Z,15.6522,-73.9494,NaN,NaN,1012.3,18,29.45,10.6,-2.3,NaN,NaN,5,NaN,NaN,NaN,NaN
4101541,2023-11-24T19:00:00Z,29.3416,-53.1264,NaN,NaN,NaN,NaN,24.75,7.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
